Start_Year,Incident__,Begin_Time,Incident_Type,City,Property_Classification,Response_Type,Act_or_Omission__Cause_,Material_First_Ignited,Igniting_Object,Drive_Time,Start_Hr,First_Enroute,First_At_Scene,Under_Control,Time_UC,FID
2008,4162,12/23/2008 7:39:25 PM,100  Structure Fire,Fredericton,"311  Dwell,year round use 1 family",10  Fire (explosion)-dollar loss,22  Thawing,31  Clothing - Cotton,76  Cutting torch/welding equipment,348,19,12/23/2008 7:41:49 PM,12/23/2008 7:46:18 PM,12/23/2008 8:07:49 PM,00:21:31,164
2008,4199,12/26/2008 8:55:50 PM,100  Structure Fire,Fredericton,"311  Dwell,year round use 1 family",10  Fire (explosion)-dollar loss,00   Cannot be Determined,00  Cannot be determined,00  Object cannot be determined,388,20,12/26/2008 8:58:04 PM,12/26/2008 9:03:00 PM,12/27/2008 6:00:16 AM,08:57:16,165
2008,4255,12/31/2008 7:47:35 AM,100  Structure Fire,Hanwell,"311  Dwell,year round use 1 family",10  Fire (explosion)-dollar loss,54  Installation deficiency,13  Ceiling cover/wood-prod hi de,"27  Flue pipe, vent connector",663,7,12/31/2008 7:49:41 AM,12/31/2008 8:00:40 AM,12/31/2008 8:16:46 AM,00:16:06,166
2009,47,1/4/2009 2:26:08 AM,100  Structure Fire,Fredericton,"311  Dwell,year round use 1 family",10  Fire (explosion)-dollar loss,21  Smokers material,31  Clothing - Cotton,71  Smoker's mat/cigarettes/match,278,2,1/4/2009 2:28:07 AM,1/4/2009 2:31:53 AM,1/4/2009 2:35:36 AM,00:03:43,167
2009,49,1/4/2009 2:40:18 PM,100  Structure Fire,Fredericton,371  Mobile homes - mobile buildgs,10  Fire (explosion)-dollar loss,22  Thawing,19  Struct Components unclassed,49  Appliance unclassified,375,14,1/4/2009 2:43:05 PM,1/4/2009 2:47:31 PM,1/4/2009 8:30:15 PM,05:42:44,168
2009,89,1/7/2009 10:23:33 PM,100  Structure Fire,Hanwell,"311  Dwell,year round use 1 family",10  Fire (explosion)-dollar loss,11  Incendiary fire,,,584,22,1/7/2009 10:24:55 PM,1/7/2009 10:34:08 PM,1/8/2009 12:11:38 AM,01:37:30,169
2009,144,1/11/2009 7:05:44 PM,100  Structure Fire,Kingsley,371  Mobile homes - mobile buildgs,10  Fire (explosion)-dollar loss,44 Electric short circuit,41  Wood,"51  Wiring, permanent",835,19,1/11/2009 7:08:34 PM,1/11/2009 7:20:27 PM,1/11/2009 7:38:54 PM,00:18:27,170
2009,157,1/13/2009 12:07:27 AM,100  Structure Fire,Kingsley,371  Mobile homes - mobile buildgs,10  Fire (explosion)-dollar loss,00   Cannot be Determined,00  Cannot be determined,00  Object cannot be determined,915,0,1/13/2009 12:09:55 AM,1/13/2009 12:24:05 AM,1/13/2009 12:50:41 AM,00:26:36,171
2009,228,1/18/2009 5:19:27 PM,100  Structure Fire,Fredericton,689  Vehicles and related equip,10  Fire (explosion)-dollar loss,54  Installation deficiency,09  Wall component structure,"27  Flue pipe, vent connector",241,17,1/18/2009 5:21:49 PM,1/18/2009 5:24:09 PM,1/18/2009 5:27:02 PM,00:02:53,172
2009,591,2/20/2009 6:14:33 PM,100  Structure Fire,Fredericton,"311  Dwell,year round use 1 family",10  Fire (explosion)-dollar loss,21  Smokers material,"05  Floor covering, wood",71  Smoker's mat/cigarettes/match,286,18,2/20/2009 6:16:51 PM,2/20/2009 6:19:56 PM,2/20/2009 6:27:50 PM,00:07:54,173
2009,1069,4/5/2009 11:56:02 PM,100  Structure Fire,Fredericton,"311  Dwell,year round use 1 family",10  Fire (explosion)-dollar loss,00   Cannot be Determined,00  Cannot be determined,00  Object cannot be determined,496,23,4/5/2009 11:58:45 PM,4/6/2009 12:04:28 AM,4/6/2009 1:35:09 AM,01:30:41,174
2009,1081,4/7/2009 2:37:15 AM,100  Structure Fire,Fredericton,"324  Apt,twnhouse 3-20 w/o busines",10  Fire (explosion)-dollar loss,00   Cannot be Determined,00  Cannot be determined,00  Object cannot be determined,167,2,4/7/2009 2:39:15 AM,4/7/2009 2:41:01 AM,4/7/2009 7:57:32 AM,05:16:31,175
2009,1298,4/25/2009 9:30:23 PM,100  Structure Fire,Fredericton,"314  Dwell,year round use 2 family",10  Fire (explosion)-dollar loss,74  Accident,58  Polish liquid/wax,"02  Stove top, fire in pan",208,21,4/25/2009 9:31:52 PM,4/25/2009 9:34:22 PM,4/25/2009 9:49:45 PM,00:15:23,176
2009,1400,5/4/2009 11:11:40 AM,100  Structure Fire,Fredericton,"311  Dwell,year round use 1 family",10  Fire (explosion)-dollar loss,"36  Overheated cooking oil, grease",56  Oil cooking/lard/grease/butter,03  Stove top (fire in deep fryer,396,11,5/4/2009 11:13:34 AM,5/4/2009 11:18:55 AM,5/4/2009 11:27:58 AM,00:09:03,177
2009,1612,5/21/2009 8:31:24 PM,100  Structure Fire,Fredericton,"311  Dwell,year round use 1 family",10  Fire (explosion)-dollar loss,11  Incendiary fire,,79  Smoker mat'l/Open flame unclass,312,20,5/21/2009 8:33:57 PM,5/21/2009 8:38:11 PM,5/21/2009 10:48:26 PM,02:10:15,178
2009,1621,5/22/2009 12:34:10 PM,100  Structure Fire,Fredericton,"311  Dwell,year round use 1 family",10  Fire (explosion)-dollar loss,74  Accident,,71  Smoker's mat/cigarettes/match,176,12,5/22/2009 12:35:59 PM,5/22/2009 12:38:14 PM,5/22/2009 12:53:08 PM,00:14:54,179
2009,1973,6/20/2009 4:38:15 AM,100  Structure Fire,Fredericton,"319  Dwell, 1&2 family (others)",10  Fire (explosion)-dollar loss,13  Suspicious,00  Cannot be determined,00  Object cannot be determined,178,4,6/20/2009 4:40:46 AM,6/20/2009 4:42:09 AM,6/20/2009 6:28:09 AM,01:46:00,180
2009,2319,7/25/2009 1:51:19 PM,100  Structure Fire,Fredericton,"314  Dwell,year round use 2 family",10  Fire (explosion)-dollar loss,41 Part failure /break/leak,09  Wall component structure,"21  Heating equipment, central",585,13,7/25/2009 1:53:21 PM,7/25/2009 2:02:04 PM,7/25/2009 2:18:19 PM,00:16:15,181
2009,2332,7/27/2009 4:16:12 PM,100  Structure Fire,Fredericton,"311  Dwell,year round use 1 family",10  Fire (explosion)-dollar loss,78  Distracted / preoccupied,56  Oil cooking/lard/grease/butter,"02  Stove top, fire in pan",142,16,7/27/2009 4:18:02 PM,7/27/2009 4:19:21 PM,7/27/2009 4:30:38 PM,00:11:17,182
2009,2606,8/24/2009 8:38:43 AM,100  Structure Fire,Fredericton,"311  Dwell,year round use 1 family",10  Fire (explosion)-dollar loss,74  Accident,"26  Bedding-sheets,blankets","69  Other Electrical, Unclassified",245,8,8/24/2009 8:40:46 AM,8/24/2009 8:43:20 AM,,,183
2009,2621,8/25/2009 11:40:03 AM,100  Structure Fire,Fredericton,"359  Motor hotel, motel (Ext Entry)",10  Fire (explosion)-dollar loss,26  Torch too close to,57  Asphalt/bitumen/pitch/tar,77  Torch other than cut/welding,224,11,8/25/2009 11:42:09 AM,8/25/2009 11:45:18 AM,8/25/2009 11:56:47 AM,00:11:29,184
2009,2755,9/6/2009 11:55:27 PM,100  Structure Fire,Richibucto Road,"314  Dwell,year round use 2 family",10  Fire (explosion)-dollar loss,99  Misc - unclassified,"04  Ext trim, inc. door,porch",00  Object cannot be determined,574,23,9/6/2009 11:57:35 PM,9/7/2009 12:06:20 AM,,,185
2009,2779,9/9/2009 6:07:20 PM,100  Structure Fire,Fredericton,"325  Apt,twnhouse 20+ units",10  Fire (explosion)-dollar loss,780  Distracted / preoccupied,00  Cannot be determined,"02  Stove top, fire in pan",165,18,9/9/2009 6:08:32 PM,9/9/2009 6:11:08 PM,9/9/2009 9:01:38 PM,02:50:30,186
2009,2862,9/17/2009 8:05:07 AM,100  Structure Fire,Fredericton,"325  Apt,twnhouse 20+ units",10  Fire (explosion)-dollar loss,74  Accident,09  Wall component structure,04  Stove top (other circumstnces,112,8,9/17/2009 8:07:26 AM,9/17/2009 8:08:17 AM,9/17/2009 8:26:19 AM,00:18:02,187
2009,2918,9/23/2009 4:12:22 AM,100  Structure Fire,Fredericton,"324  Apt,twnhouse 3-20 w/o busines",10  Fire (explosion)-dollar loss,11  Incendiary fire,00  Cannot be determined,00  Object cannot be determined,186,4,9/23/2009 4:14:40 AM,9/23/2009 4:15:39 AM,9/23/2009 4:34:07 AM,00:18:28,188
2009,3047,10/9/2009 11:22:15 AM,100  Structure Fire,Hanwell,"311  Dwell,year round use 1 family",10  Fire (explosion)-dollar loss,78  Distracted / preoccupied,,,699,11,10/9/2009 11:24:59 AM,10/9/2009 11:35:29 AM,10/9/2009 11:43:36 AM,00:08:07,189
2009,3132,10/18/2009 6:53:56 PM,100  Structure Fire,Fredericton,"324  Apt,twnhouse 3-20 w/o busines",10  Fire (explosion)-dollar loss,11  Incendiary fire,"40  Wood/paper,cannot be determined",00  Object cannot be determined,290,18,10/18/2009 6:56:21 PM,10/18/2009 7:00:25 PM,10/18/2009 7:25:00 PM,00:24:35,190
2009,3284,11/2/2009 3:44:40 PM,100  Structure Fire,Fredericton,"314  Dwell,year round use 2 family",10  Fire (explosion)-dollar loss,74  Accident,00  Cannot be determined,04  Stove top (other circumstnces,187,15,11/2/2009 3:46:40 PM,11/2/2009 3:48:35 PM,11/2/2009 4:01:27 PM,00:12:52,191
2009,3290,11/3/2009 1:36:28 AM,100  Structure Fire,Fredericton,"314  Dwell,year round use 2 family",10  Fire (explosion)-dollar loss,21  Smokers material,00  Cannot be determined,71  Smoker's mat/cigarettes/match,127,1,11/3/2009 1:38:08 AM,11/3/2009 1:40:53 AM,11/3/2009 2:16:24 AM,00:35:31,192
2009,3433,11/17/2009 6:16:25 PM,100  Structure Fire,Fredericton,"325  Apt,twnhouse 20+ units",10  Fire (explosion)-dollar loss,79  Failing - unclassified,44  Paper/Packing material,49  Appliance unclassified,235,18,11/17/2009 6:18:01 PM,11/17/2009 6:21:02 PM,11/17/2009 6:46:40 PM,00:25:38,193
2010,148,1/15/2010 6:51:39 PM,100  Structure Fire,Kingsley,371  Mobile homes - mobile buildgs,10  Fire (explosion)-dollar loss,74  Accident,41  Wood,"28  Chimney, factory-built, metal",744,18,1/15/2010 6:54:13 PM,1/15/2010 7:05:29 PM,1/15/2010 7:28:27 PM,00:22:58,194
2010,208,1/22/2010 3:19:04 PM,100  Structure Fire,Fredericton,"311  Dwell,year round use 1 family",10  Fire (explosion)-dollar loss,74  Accident,00  Cannot be determined,"99  Igniting Object,unclassified",253,15,1/22/2010 3:23:02 PM,1/22/2010 3:25:46 PM,1/22/2010 4:49:15 PM,01:23:29,195
2010,318,2/2/2010 12:14:28 AM,100  Structure Fire,Fredericton,"314  Dwell,year round use 2 family",10  Fire (explosion)-dollar loss,00   Cannot be Determined,00  Cannot be determined,00  Object cannot be determined,167,0,2/2/2010 12:16:28 AM,2/2/2010 12:18:05 AM,2/2/2010 1:11:52 AM,00:53:47,196
2010,604,3/4/2010 1:20:02 PM,100  Structure Fire,Fredericton,"324  Apt,twnhouse 3-20 w/o busines",10  Fire (explosion)-dollar loss,74  Accident,"40  Wood/paper,cannot be determined","65  Lighting fixture, incandescen",199,13,3/4/2010 1:22:34 PM,3/4/2010 1:24:14 PM,3/4/2010 1:47:43 PM,00:23:29,197
2010,955,4/8/2010 12:26:31 AM,100  Structure Fire,Fredericton,"311  Dwell,year round use 1 family",10  Fire (explosion)-dollar loss,11  Incendiary fire,"04  Ext trim, inc. door,porch",00  Object cannot be determined,339,0,4/8/2010 12:31:20 AM,4/8/2010 12:32:30 AM,4/8/2010 12:36:30 AM,00:04:00,198
2010,953,4/8/2010 12:20:01 AM,100  Structure Fire,Fredericton,"311  Dwell,year round use 1 family",10  Fire (explosion)-dollar loss,11  Incendiary fire,"22  Furniture, wood, not uphol",00  Object cannot be determined,151,0,4/8/2010 12:23:19 AM,4/8/2010 12:24:26 AM,,,199
2010,954,4/8/2010 12:22:47 AM,100  Structure Fire,Fredericton,"311  Dwell,year round use 1 family",10  Fire (explosion)-dollar loss,11  Incendiary fire,"36  Fabric, synthetic inc. mixed",00  Object cannot be determined,0,0,,,4/8/2010 3:55:00 AM,03:55:00,200
2007,638,2/27/2007 11:47:30 PM,100  Structure Fire,Fredericton,"311  Dwell,year round use 1 family",10  Fire (explosion)-dollar loss,54  Installation deficiency,"05  Floor covering, wood",45  Heat Tape,465,23,2/27/2007 11:50:02 PM,2/27/2007 11:56:46 PM,2/28/2007 1:27:04 AM,01:30:18,201
2007,743,3/8/2007 12:17:27 PM,100  Structure Fire,Fredericton,"311  Dwell,year round use 1 family",10  Fire (explosion)-dollar loss,00   Cannot be Determined,00  Cannot be determined,00  Object cannot be determined,445,12,3/8/2007 12:20:16 PM,3/8/2007 12:26:53 PM,3/8/2007 1:56:43 PM,01:29:50,202
2007,763,3/9/2007 10:44:12 AM,100  Structure Fire,Fredericton,"311  Dwell,year round use 1 family",12  Rubbish/grass fire-no $ loss,23  Inadequate control/open flame,,,550,10,3/9/2007 10:44:56 AM,3/9/2007 10:54:04 AM,3/9/2007 11:28:06 AM,00:34:02,203
2007,783,3/11/2007 7:28:15 AM,100  Structure Fire,Douglas,"311  Dwell,year round use 1 family",10  Fire (explosion)-dollar loss,13  Suspicious,00  Cannot be determined,00  Object cannot be determined,729,7,3/11/2007 7:31:03 AM,3/11/2007 7:41:19 AM,3/11/2007 10:46:57 AM,03:05:38,204
2007,846,3/16/2007 1:47:12 PM,100  Structure Fire,Fredericton,"311  Dwell,year round use 1 family",10  Fire (explosion)-dollar loss,74  Accident,56  Oil cooking/lard/grease/butter,"02  Stove top, fire in pan",466,13,3/16/2007 1:50:12 PM,3/16/2007 1:56:20 PM,3/16/2007 2:13:18 PM,00:16:58,205
2007,847,3/16/2007 9:57:37 PM,100  Structure Fire,Fredericton,"311  Dwell,year round use 1 family",10  Fire (explosion)-dollar loss,21  Smokers material,41  Wood,71  Smoker's mat/cigarettes/match,341,21,3/16/2007 9:59:17 PM,3/16/2007 10:04:11 PM,3/16/2007 10:06:16 PM,00:02:05,206
2007,848,3/17/2007 12:18:29 AM,100  Structure Fire,Fredericton,369  Dormitory,10  Fire (explosion)-dollar loss,23  Inadequate control/open flame,47  Cardboard,79  Smoker mat'l/Open flame unclass,201,0,3/17/2007 12:22:12 AM,3/17/2007 12:24:19 AM,,,207
2007,897,3/20/2007 11:40:55 PM,100  Structure Fire,Fredericton,"325  Apt,twnhouse 20+ units",10  Fire (explosion)-dollar loss,72  Temporary loss of judgement,00  Cannot be determined,71  Smoker's mat/cigarettes/match,161,23,3/20/2007 11:42:58 PM,3/20/2007 11:44:49 PM,3/21/2007 2:04:02 AM,02:19:13,208
2007,1143,4/10/2007 1:04:09 PM,100  Structure Fire,Fredericton,"579  Motor vehicles,boat sales/serv",10  Fire (explosion)-dollar loss,25  Welding/cutting too close to,51  Gasoline,76  Cutting torch/welding equipment,244,13,4/10/2007 1:05:52 PM,4/10/2007 1:08:53 PM,4/10/2007 1:10:10 PM,00:01:17,209
2007,1191,4/13/2007 7:06:50 PM,100  Structure Fire,Fredericton,599  Misc Mercantile,10  Fire (explosion)-dollar loss,74  Accident,47  Cardboard,"65  Lighting fixture, incandescen",219,19,4/13/2007 7:09:32 PM,4/13/2007 7:12:11 PM,4/13/2007 7:24:21 PM,00:12:10,210
2007,1199,4/14/2007 2:03:12 PM,100  Structure Fire,Fredericton,"324  Apt,twnhouse 3-20 w/o busines",10  Fire (explosion)-dollar loss,44 Electric short circuit,21  Upholstered furniture,"56  Cable, electric, temporary",163,14,4/14/2007 2:04:39 PM,4/14/2007 2:06:26 PM,4/14/2007 2:11:53 PM,00:05:27,211
2007,1213,4/15/2007 10:50:00 PM,100  Structure Fire,Fredericton,"311  Dwell,year round use 1 family",10  Fire (explosion)-dollar loss,"36  Overheated cooking oil, grease",56  Oil cooking/lard/grease/butter,"02  Stove top, fire in pan",254,22,4/15/2007 10:52:00 PM,4/15/2007 10:54:40 PM,4/15/2007 11:10:40 PM,00:16:00,212
2007,1401,4/29/2007 7:11:41 AM,100  Structure Fire,Fredericton,839  Under construction or demoliti,10  Fire (explosion)-dollar loss,11  Incendiary fire,00  Cannot be determined,00  Object cannot be determined,332,7,4/29/2007 7:14:58 AM,4/29/2007 7:19:20 AM,4/29/2007 7:48:49 AM,00:29:29,213
2007,1664,5/18/2007 8:53:23 PM,100  Structure Fire,Fredericton,839  Under construction or demoliti,10  Fire (explosion)-dollar loss,11  Incendiary fire,31  Clothing - Cotton,00  Object cannot be determined,465,20,5/18/2007 8:55:34 PM,5/18/2007 9:02:17 PM,5/18/2007 9:09:24 PM,00:07:07,214
2007,1765,5/27/2007 2:40:05 AM,100  Structure Fire,Fredericton,"311  Dwell,year round use 1 family",10  Fire (explosion)-dollar loss,49 Mech/elec failure unclassified,99  Material 1st ignited - unclass,49  Appliance unclassified,17,2,5/27/2007 2:40:58 AM,5/27/2007 2:41:03 AM,5/27/2007 3:34:06 AM,00:53:03,215
2007,1906,6/6/2007 6:30:02 PM,100  Structure Fire,Fredericton,"324  Apt,twnhouse 3-20 w/o busines",10  Fire (explosion)-dollar loss,11  Incendiary fire,"36  Fabric, synthetic inc. mixed",00  Object cannot be determined,68,18,6/6/2007 6:31:29 PM,6/6/2007 6:31:47 PM,6/6/2007 7:36:30 PM,01:04:43,216
2007,1908,6/7/2007 4:11:53 AM,100  Structure Fire,Fredericton,"323  Apt,twnhouse 3-20 with busine",10  Fire (explosion)-dollar loss,13  Suspicious,"39  Clothing, textiles, unclassed",00  Object cannot be determined,189,4,6/7/2007 4:14:35 AM,6/7/2007 4:16:11 AM,6/7/2007 5:20:13 AM,01:04:02,217
2007,1909,6/7/2007 10:36:17 AM,100  Structure Fire,Fredericton,"321  Apt,twnhouse 1-2 with busines",12  Rubbish/grass fire-no $ loss,79  Failing - unclassified,,,50,10,6/7/2007 10:36:45 AM,6/7/2007 10:37:32 AM,,,218
2007,1949,6/9/2007 7:17:04 PM,100  Structure Fire,Fredericton,"311  Dwell,year round use 1 family",10  Fire (explosion)-dollar loss,33  Flam liquid to kindle fire,51  Gasoline,79  Smoker mat'l/Open flame unclass,235,19,6/9/2007 7:18:43 PM,6/9/2007 7:21:36 PM,6/9/2007 7:22:04 PM,00:00:28,219
2007,1983,6/12/2007 2:54:28 PM,100  Structure Fire,Fredericton,"311  Dwell,year round use 1 family",10  Fire (explosion)-dollar loss,54  Installation deficiency,"18  Insulation, mineral/installed","66  Lighting fixture, fluorescent",211,14,6/12/2007 2:55:44 PM,6/12/2007 2:59:00 PM,6/12/2007 3:27:02 PM,00:28:02,220
2007,1998,6/14/2007 12:05:38 AM,100  Structure Fire,Fredericton,"311  Dwell,year round use 1 family",10  Fire (explosion)-dollar loss,11  Incendiary fire,42  Wood Shavings,00  Object cannot be determined,164,0,6/14/2007 12:08:12 AM,6/14/2007 12:09:22 AM,6/14/2007 12:11:10 AM,00:01:48,221
2007,2027,6/16/2007 8:02:30 PM,100  Structure Fire,Fredericton,"314  Dwell,year round use 2 family",10  Fire (explosion)-dollar loss,70  Human Failing cannot be determi,"03  Exterior wall, covering","78  Hot ashes, embers/not from cigg",176,20,6/16/2007 8:04:08 PM,6/16/2007 8:05:46 PM,6/16/2007 8:17:24 PM,00:11:38,222
2007,2237,7/6/2007 10:19:18 AM,100  Structure Fire,Mount Hope,"311  Dwell,year round use 1 family",10  Fire (explosion)-dollar loss,00   Cannot be Determined,"59  Flammable liquid, unclassified","02  Stove top, fire in pan",1096,10,7/6/2007 10:23:00 AM,7/6/2007 10:38:49 AM,7/6/2007 10:44:52 AM,00:06:03,223
2007,2253,7/7/2007 5:20:04 PM,100  Structure Fire,Fredericton,"311  Dwell,year round use 1 family",10  Fire (explosion)-dollar loss,21  Smokers material,"03  Exterior wall, covering",00  Object cannot be determined,176,17,7/7/2007 5:22:42 PM,7/7/2007 5:24:30 PM,7/7/2007 5:33:27 PM,00:08:57,224
2007,2337,7/14/2007 5:03:37 PM,100  Structure Fire,Fredericton,371  Mobile homes - mobile buildgs,10  Fire (explosion)-dollar loss,74  Accident,00  Cannot be determined,00  Object cannot be determined,202,17,7/14/2007 5:05:01 PM,7/14/2007 5:07:40 PM,7/14/2007 6:46:31 PM,01:38:51,225
2007,2397,7/20/2007 3:17:07 AM,100  Structure Fire,Killarney Road,"311  Dwell,year round use 1 family",10  Fire (explosion)-dollar loss,13  Suspicious,00  Cannot be determined,00  Object cannot be determined,623,3,7/20/2007 3:22:11 AM,7/20/2007 3:29:38 AM,,,226
2007,2602,8/4/2007 8:14:34 PM,100  Structure Fire,Hanwell,"311  Dwell,year round use 1 family",10  Fire (explosion)-dollar loss,00   Cannot be Determined,,,797,20,8/4/2007 8:17:19 PM,8/4/2007 8:29:19 PM,8/4/2007 9:17:38 PM,00:48:19,227
2007,2623,8/7/2007 2:06:51 AM,100  Structure Fire,Fredericton,"324  Apt,twnhouse 3-20 w/o busines",10  Fire (explosion)-dollar loss,21  Smokers material,25  Mattress/pillow,71  Smoker's mat/cigarettes/match,248,2,8/7/2007 2:08:57 AM,8/7/2007 2:12:05 AM,8/7/2007 2:16:26 AM,00:04:21,228
2007,2803,8/24/2007 1:35:18 AM,100  Structure Fire,Noonan,"311  Dwell,year round use 1 family",10  Fire (explosion)-dollar loss,10  Cannot be determined,00  Cannot be determined,00  Object cannot be determined,733,1,8/24/2007 1:38:13 AM,8/24/2007 1:48:08 AM,8/24/2007 4:42:44 AM,02:54:36,229
2007,2814,8/25/2007 7:38:34 AM,100  Structure Fire,Fredericton,"179  Restaurant, Pub , Night Club",10  Fire (explosion)-dollar loss,00   Cannot be Determined,41  Wood,00  Object cannot be determined,218,7,8/25/2007 7:40:05 AM,8/25/2007 7:42:52 AM,8/25/2007 8:09:26 AM,00:26:34,230
2007,2833,8/26/2007 2:22:41 PM,100  Structure Fire,Fredericton,519  Food/bevrg sales premises,10  Fire (explosion)-dollar loss,99  Misc - unclassified,41  Wood,00  Object cannot be determined,524,14,8/26/2007 2:24:47 PM,8/26/2007 2:32:50 PM,8/26/2007 3:41:53 PM,01:09:03,231
2007,2838,8/27/2007 2:03:03 AM,100  Structure Fire,Fredericton,419  Office,10  Fire (explosion)-dollar loss,44 Electric short circuit,,,416,2,8/27/2007 2:05:34 AM,8/27/2007 2:11:04 AM,8/27/2007 3:30:00 AM,01:18:56,232
2007,2892,9/1/2007 12:05:59 AM,100  Structure Fire,Fredericton,371  Mobile homes - mobile buildgs,10  Fire (explosion)-dollar loss,10  Cannot be determined,21  Upholstered furniture,00  Object cannot be determined,352,0,9/1/2007 12:08:27 AM,9/1/2007 12:12:40 AM,9/1/2007 12:47:27 AM,00:34:47,233
2007,2999,9/8/2007 1:15:40 PM,100  Structure Fire,Fredericton,"324  Apt,twnhouse 3-20 w/o busines",10  Fire (explosion)-dollar loss,21  Smokers material,89  Agri/forestry products unspec,71  Smoker's mat/cigarettes/match,88,13,9/8/2007 1:16:55 PM,9/8/2007 1:18:09 PM,9/8/2007 1:22:58 PM,00:04:49,234
2007,3057,9/11/2007 11:59:04 PM,100  Structure Fire,Fredericton,"325  Apt,twnhouse 20+ units",10  Fire (explosion)-dollar loss,37  Combustibles too near the heat,44  Paper/Packing material,04  Stove top (other circumstnces,221,23,9/12/2007 12:00:51 AM,9/12/2007 12:04:16 AM,9/12/2007 12:24:54 AM,00:20:38,235
2007,3217,9/24/2007 2:25:54 PM,100  Structure Fire,Fredericton,"324  Apt,twnhouse 3-20 w/o busines",10  Fire (explosion)-dollar loss,00   Cannot be Determined,00  Cannot be determined,00  Object cannot be determined,203,14,9/24/2007 2:27:39 PM,9/24/2007 2:30:02 PM,9/24/2007 2:30:45 PM,00:00:43,236
2007,3268,9/28/2007 12:16:52 AM,100  Structure Fire,Fredericton,939  Misc. Outbuildings,10  Fire (explosion)-dollar loss,11  Incendiary fire,"22  Furniture, wood, not uphol","99  Igniting Object,unclassified",260,0,9/28/2007 12:20:30 AM,9/28/2007 12:23:15 AM,9/28/2007 1:15:38 AM,00:52:23,237
2007,3357,10/6/2007 11:00:12 PM,100  Structure Fire,Fredericton,569  Repair Shop/Laundry/Dry Clean,10  Fire (explosion)-dollar loss,11  Incendiary fire,"96  Garbage, Trash, Rubbish",73  Lighter(not in conj. w/smoking),103,23,10/6/2007 11:01:59 PM,10/6/2007 11:02:48 PM,,,238
2007,3364,10/7/2007 3:28:22 PM,100  Structure Fire,Fredericton,"324  Apt,twnhouse 3-20 w/o busines",10  Fire (explosion)-dollar loss,21  Smokers material,"86  Grass, brush, leaves",00  Object cannot be determined,125,15,10/7/2007 3:30:19 PM,10/7/2007 3:31:39 PM,,,239
2007,3577,10/24/2007 1:26:49 PM,100  Structure Fire,Fredericton,"314  Dwell,year round use 2 family",10  Fire (explosion)-dollar loss,53  Installed to close to combustib,"45  Paper, Decoration",04  Stove top (other circumstnces,207,13,10/24/2007 1:28:19 PM,10/24/2007 1:31:21 PM,10/24/2007 1:33:09 PM,00:01:48,240
2007,4080,12/5/2007 9:49:00 PM,100  Structure Fire,Fredericton,"311  Dwell,year round use 1 family",10  Fire (explosion)-dollar loss,21  Smokers material,48  Paper Stock,71  Smoker's mat/cigarettes/match,129,21,12/5/2007 9:50:37 PM,12/5/2007 9:51:43 PM,12/5/2007 10:03:59 PM,00:12:16,241
2007,4158,12/14/2007 1:14:08 AM,100  Structure Fire,Fredericton,"311  Dwell,year round use 1 family",10  Fire (explosion)-dollar loss,74  Accident,"49  Wood, paper unclassified","78  Hot ashes, embers/not from cigg",206,1,12/14/2007 1:16:17 AM,12/14/2007 1:18:18 AM,12/14/2007 2:01:09 AM,00:42:51,242
2007,4219,12/19/2007 11:20:15 PM,100  Structure Fire,Douglas,"311  Dwell,year round use 1 family",10  Fire (explosion)-dollar loss,00   Cannot be Determined,00  Cannot be determined,00  Object cannot be determined,641,23,12/19/2007 11:22:40 PM,12/19/2007 11:32:43 PM,12/20/2007 6:31:36 AM,06:58:53,243
2007,4343,12/29/2007 5:04:11 PM,100  Structure Fire,Fredericton,"311  Dwell,year round use 1 family",10  Fire (explosion)-dollar loss,"36  Overheated cooking oil, grease",56  Oil cooking/lard/grease/butter,"07  Fryer, deep fat",243,17,12/29/2007 5:06:15 PM,12/29/2007 5:08:39 PM,12/29/2007 5:10:13 PM,00:01:34,244
2008,125,1/12/2008 11:23:21 AM,100  Structure Fire,Fredericton,"314  Dwell,year round use 2 family",10  Fire (explosion)-dollar loss,00   Cannot be Determined,00  Cannot be determined,,150,11,1/12/2008 11:24:54 AM,1/12/2008 11:27:10 AM,1/12/2008 11:55:05 AM,00:27:55,245
2008,570,2/20/2008 6:27:51 PM,100  Structure Fire,Fredericton,"325  Apt,twnhouse 20+ units",10  Fire (explosion)-dollar loss,78  Distracted / preoccupied,56  Oil cooking/lard/grease/butter,03  Stove top (fire in deep fryer,131,18,2/20/2008 6:29:47 PM,2/20/2008 6:30:53 PM,,,246
2008,622,2/25/2008 8:19:46 PM,100  Structure Fire,Fredericton,"311  Dwell,year round use 1 family",10  Fire (explosion)-dollar loss,"52  Deficiency, construction",09  Wall component structure,"26  Chimney, masonry",212,20,2/25/2008 8:21:46 PM,2/25/2008 8:24:22 PM,2/25/2008 9:46:42 PM,01:22:20,247
2008,918,3/24/2008 11:28:41 AM,100  Structure Fire,Fredericton,"311  Dwell,year round use 1 family",10  Fire (explosion)-dollar loss,00   Cannot be Determined,"61  Gas, natural, methane",00  Object cannot be determined,111,11,3/24/2008 11:30:19 AM,3/24/2008 11:31:23 AM,3/24/2008 2:32:16 PM,03:00:53,248
